,1,10,100,103,104,105,107,108,109,11,112,114,115,116,118,12,122,124,125,128,13,132,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,94,96
ConcatenatedReads_14AA,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.658361 0.904194],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_14PA,[0.762777 0.932733],[-1. -1.],[-1. -1.],[0.265099 0.901221],[0.22911  0.862949],[-1. -1.],[-1. -1.],[0.734354 0.943022],[-1. -1.],[0.841565 0.954451],[-1. -1.],[0.818984 0.94433 ],[-1. -1.],[-1. -1.],[-1. -1.],[0.742703 0.825676],[0.740367 0.879331],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.509484 0.91077 ],[-1. -1.],[0.738178 0.920706],[0.329972 0.554919],[-1. -1.],[0.859094 0.955239],[0.0324171 0.768006 ],[-1. -1.],[-1. -1.],[-1. -1.],[0.610064 0.897084],[0.77263  0.918254],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.806922 0.859281],[0.35292  0.932296],[0.855695 0.939429],[0.585776 0.684182],[0.757925 0.897797],[-1. -1.],[0.55735  0.746959],[-1. -1.],[0.373488 0.944879],[-1. -1.],[-1. -1.],[0.802877 0.91285 ],[-1. -1.],[0.799164 0.942536],[0.678905 0.809728],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.61639  0.751868],[0.685289 0.906216],[-1. -1.],[0.513228 0.809922],[-1. -1.],[-1. -1.],[0.738126 0.955088],[-1. -1.],[0.690419 0.919965],[0.841028 0.940107],[-1. -1.],[0.825049 0.943049],[-1. -1.],[-1. -1.],[-1. -1.],[0.669124 0.875401],[-1. -1.],[-1. -1.],[-1. -1.],[0.0932187 0.848203 ],[0.804415 0.942029],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.650494 0.954097],[0.770172 0.881026],[0.70263  0.794533],[0.472279 0.633784],[0.326414 0.928869],[-1. -1.],[-1. -1.],[0.797308 0.93745 ],[-1. -1.],[0.781657 0.903772],[-1. -1.],[-1. -1.],[0.0415938 0.818788 ],[-1. -1.],[0.792439 0.906266],[-1. -1.],[0.623401 0.913368],[0.677166 0.910965],[0.281031 0.892877],[0.774168 0.93789 ],[-1. -1.],[-1. -1.]
ConcatenatedReads_15AA,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.405469 0.916404],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_15AB,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_15PA,[0.107728 0.865251],[-1. -1.],[-1. -1.],[0.680598 0.91629 ],[0.342934 0.821876],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.65974 0.92653],[0.433075 0.900827],[0.60133 0.87283],[-1. -1.],[-1. -1.],[-1. -1.],[0.60953  0.847819],[0.452061 0.867361],[0.0416403 0.74431  ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.00443151 0.793765  ],[-1. -1.],[0.67053  0.883612],[0.183368 0.912175],[-1. -1.],[2.72061e-05 6.47891e-01],[0.137634 0.810046],[-1. -1.],[0.767389 0.892214],[-1. -1.],[0.133131 0.826178],[0.82499  0.908924],[-1. -1.],[-1. -1.],[-1. -1.],[0.27223 0.88996],[0.82569  0.947155],[-1. -1.],[-1. -1.],[0.750335 0.838462],[0.364185 0.896588],[0.311359 0.818762],[0.378945 0.708395],[0.936868 0.999589],[-1. -1.],[0.409932 0.797859],[0.389913 0.890432],[0.0439167 0.733148 ],[-1. -1.],[0.509408 0.907415],[0.275563 0.417579],[-1. -1.],[0.67359  0.905562],[0.91169  0.977432],[0.0814431 0.883624 ],[-1. -1.],[0.730325 0.914438],[0.644023 0.897424],[-1. -1.],[-1. -1.],[0.47766 0.74499],[-1. -1.],[0.602096 0.817671],[0.00364687 0.753985  ],[-1. -1.],[0.944457 0.999494],[0.521897 0.912606],[0.235644 0.921188],[0.523931 0.889814],[0.345315 0.871117],[0.567349 0.929487],[0.263725 0.797778],[-1. -1.],[0.0797782 0.806238 ],[-1. -1.],[0.12849  0.883664],[0.680937 0.902078],[2.21073e-06 6.48389e-01],[-1. -1.],[0.644165 0.854942],[0.961145 0.999587],[0.219463 0.867633],[-1. -1.],[-1. -1.],[-1. -1.],[0.13485  0.811985],[-1. -1.],[0.282012 0.871026],[0.775689 0.868212],[0.587601 0.768448],[0.618426 0.90938 ],[-1. -1.],[-1. -1.],[0.0731164 0.782909 ],[0.129803 0.826458],[-1. -1.],[0.505722 0.893816],[0.660292 0.856709],[-1. -1.],[0.722207 0.85116 ],[-1. -1.],[0.679778 0.881172],[-1. -1.],[0.0957144 0.780682 ],[0.866213 0.942485],[0.00778297 0.769471  ],[0.80401  0.899292],[0.0926206 0.805834 ],[0.0321723 0.740464 ]
ConcatenatedReads_16PB,[-1. -1.],[-1. -1.],[-1. -1.],[0.575458 0.894068],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.755826 0.974029],[-1. -1.],[-1. -1.],[0.688413 0.944489],[-1. -1.],[-1. -1.],[0.598141 0.79861 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.69738  0.827021],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.821964 0.904028],[0.628175 0.768343],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_17AA,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.0933387 0.851856 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_17AB,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.855169 0.964027],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.84249  0.946418],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_17PA,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.327364 0.432573],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.449419 0.591359],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.00323746 0.060562  ],[0.785918 0.962207],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.804396 0.903822],[-1. -1.],[-1. -1.],[0.435629 0.53544 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.769377 0.882892],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.197472 0.933179],[-1. -1.],[-1. -1.],[0.40361  0.920397],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.919448 0.971245],[0.867075 0.957545],[-1. -1.],[-1. -1.],[-1. -1.],[0.447706 0.63018 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_19AA,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.262159 0.390822],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.58227  0.951288],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.0457978 0.209027 ],[0.226584 0.438484],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.746713 0.955781],[-1. -1.],[-1. -1.],[0.64941  0.882155],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.675889 0.934016],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.450218 0.59077 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.611178 0.843154],[-1. -1.],[-1. -1.],[-1. -1.],[0.757779 0.928615],[0.108612 0.154032],[0.762921 0.892438],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.542756 0.946719],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_19PA,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.00763213 0.0755663 ],[0.356961 0.684607],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.110984 0.958229],[-1. -1.],[-1. -1.],[0.368141 0.803578],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.362893 0.655007],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.815568 0.919504],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_1AA,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.0775212 0.89305  ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.023656 0.777964],[-1. -1.],[-1. -1.],[-1. -1.],[0.62768  0.926107],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.269238 0.449315],[-1. -1.],[0.247262 0.918694],[1.53291e-04 7.78241e-01],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.152823 0.86935 ],[-1. -1.],[-1. -1.],[0.643513 0.885033],[-1. -1.],[0.669948 0.95538 ],[0.613433 0.824224],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[2.44035e-07 8.18332e-02],[-1. -1.],[-1. -1.],[0.0269119 0.763648 ],[-1. -1.],[3.01775e-08 1.60392e-02],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.0110991 0.340064 ],[-1. -1.],[-1. -1.],[0.0386295 0.767115 ],[2.50563e-07 2.88302e-02],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.00021862 0.166945  ],[0.166753 0.927439],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.18321  0.922418],[0.125786 0.861844],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.732515 0.917042],[6.40896e-05 5.74489e-03],[4.79245e-08 3.06877e-02],[1.08253e-05 9.46404e-02],[3.91122e-07 5.92693e-02],[4.30656e-08 2.63497e-02],[-1. -1.],[-1. -1.],[0.0764783 0.889674 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.802037 0.945042],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.]
ConcatenatedReads_1PA,[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.745695 0.94045 ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.368015 0.941531],[7.49361e-06 2.29148e-01],[0.56608  0.842497],[-1. -1.],[-1. -1.],[-1. -1.],[0.31729  0.930598],[-1. -1.],[0.00027836 0.190927  ],[-1. -1.],[-1. -1.],[-1. -1.],[0.114896 0.55292 ],[-1. -1.],[-1. -1.],[-1. -1.],[0.271682 0.458159],[-1. -1.],[-1. -1.],[2.61976e-05 8.07190e-01],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.196492 0.889373],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.803034 0.907146],[-1. -1.],[0.602283 0.91911 ],[0.7734   0.890568],[-1. -1.],[-1. -1.],[0.50738  0.917513],[-1. -1.],[0.133368 0.757865],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.44481  0.751619],[0.340422 0.911404],[0.357267 0.949962],[-1. -1.],[-1. -1.],[3.24733e-07 3.77110e-02],[-1. -1.],[-1. -1.],[0.279029 0.915706],[0.276377 0.877007],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[1.70989e-07 1.71907e-02],[0.833881 0.972612],[-1. -1.],[0.181973 0.919973],[-1. -1.],[-1. -1.],[-1. -1.],[0.029184 0.790193],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.0803946 0.890841 ],[0.161872 0.893065],[0.577223 0.761467],[0.775437 0.959208],[9.83687e-07 6.30775e-01],[3.87543e-08 5.94280e-02],[8.74897e-08 2.65124e-02],[-1. -1.],[-1. -1.],[0.0404375 0.79566  ],[-1. -1.],[-1. -1.],[0.200777 0.903695],[-1. -1.],[-1. -1.],[-1. -1.],[0.425656 0.932021],[0.0475452 0.891697 ],[0.10324  0.853299],[0.765355 0.966655],[-1. -1.],[-1. -1.]
ConcatenatedReads_1PB,[-1. -1.],[-1. -1.],[-1. -1.],[0.0852894 0.879323 ],[0.272797 0.911554],[-1. -1.],[-1. -1.],[9.32329e-08 2.42112e-02],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.288344 0.381993],[0.303267 0.935234],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.00571167 0.103636  ],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.642304 0.920876],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[1.84122e-07 3.87669e-02],[0.441622 0.578535],[-1. -1.],[0.368012 0.93576 ],[0.484508 0.756804],[-1. -1.],[-1. -1.],[1.71659e-08 3.10131e-02],[3.14711e-07 6.75776e-02],[1.21608e-08 1.58356e-02],[-1. -1.],[4.82919e-08 2.18558e-02],[-1. -1.],[-1. -1.],[0.0553885 0.792982 ],[-1. -1.],[0.420566 0.93836 ],[-1. -1.],[-1. -1.],[8.87453e-06 2.30210e-01],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.661987 0.93721 ],[-1. -1.],[-1. -1.],[0.010269 0.735913],[0.0534579 0.866159 ],[0.0032924 0.261261 ],[0.27684  0.889321],[-1. -1.],[2.35458e-04 6.74024e-01],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.655571 0.937344],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[-1. -1.],[0.681002 0.926515],[0.694793 0.814252],[0.730161 0.96051 ],[4.13492e-07 4.77177e-02],[3.39369e-05 9.25953e-02],[0.478576 0.788366],[-1. -1.],[-1. -1.],[0.42132  0.922949],[-1. -1.],[-1. -1.],[0.723214 0.879711],[2.17786e-07 3.21152e-02],[0.530664 0.937079],[-1. -1.],[-1. -1.],[0.843299 0.953352],[-1. -1.],[0.633953 0.938836],[-1. -1.],[-1. -1.]
